region,name,category,village_name,village_slug,lat,lng,description,phone,price_range,attributes_json,source_url,source_name,confidence,obscurity
ladakh,Shagud Khangba Homestay,homestay,Takmachik,takmachik,34.381118,76.761731,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Sakray Tashi Homestay,homestay,Takmachik,takmachik,34.381557,76.762542,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Togo Khangbu Homestay,homestay,Takmachik,takmachik,34.382672,76.761393,Family homestay in the LEHO village homestay network in Takmachik; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/takmachik/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Abdal Pa Homestay,homestay,Achinathang,achinathang,34.504072,76.632382,"Family homestay in the LEHO village homestay network in Achinathang, a fruit-growing Aryan Valley approach village; coordinates approximated to nearby Skurbuchan.",+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Achina Traveller Homestay,homestay,Achinathang,achinathang,34.504309,76.633208,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Chumik Villa Homestay,homestay,Achinathang,achinathang,34.504774,76.632728,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Indus View Homestay,homestay,Achinathang,achinathang,34.504140,76.631658,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Khaldaks Homestay,homestay,Achinathang,achinathang,34.504003,76.631836,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Kunsal Homestay,homestay,Achinathang,achinathang,34.504298,76.631857,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lamo Organic Homestay,homestay,Achinathang,achinathang,34.504423,76.631358,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Ltaket Pa Homestay,homestay,Achinathang,achinathang,34.504583,76.632747,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Sukey Homestay,homestay,Achinathang,achinathang,34.505292,76.631080,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Zangpo Achinapa Homestay,homestay,Achinathang,achinathang,34.504836,76.632221,Family homestay in the LEHO village homestay network in Achinathang; coordinates approximated to nearby Skurbuchan.,+91-9419244413,,{},https://www.ladakhecotourism.com/achinathang/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dhayangs Homestay,homestay,Skampuk,skampuk,34.624496,77.435132,"Family homestay in the LEHO village homestay network in Skampuk, a small Nubra hamlet near Turtuk/Bogdang; coordinates approximated to nearby Turtuk.",+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Jigmat Homestay,homestay,Skampuk,skampuk,34.624028,77.435410,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Nurboo Homestay,homestay,Skampuk,skampuk,34.622938,77.434844,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Padmachan Homestay,homestay,Skampuk,skampuk,34.623985,77.434508,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Shacho Homestay,homestay,Skampuk,skampuk,34.623545,77.435220,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Solpon Homestay,homestay,Skampuk,skampuk,34.623949,77.435048,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Two Roses Homestay,homestay,Skampuk,skampuk,34.624310,77.435406,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Valley View Homestay,homestay,Skampuk,skampuk,34.623642,77.433830,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Waterfall Homestay,homestay,Skampuk,skampuk,34.623514,77.435472,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lato Homestay,homestay,Skampuk,skampuk,34.623007,77.434657,Family homestay in the LEHO village homestay network in Skampuk; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/skampuk/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Cherpon Homestay,homestay,Tia,tia,34.345579,76.969358,"Family homestay in the LEHO village homestay network in Tia, a small village in Khalsi tehsil; coordinates approximated to nearby Khalsi.",+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dream Homestay,homestay,Tia,tia,34.344982,76.969418,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Lhungspa Amchi Homestay,homestay,Tia,tia,34.345835,76.970742,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Nature Joyful Homestay,homestay,Tia,tia,34.345528,76.968921,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Norboo Chuwarpa Homestay,homestay,Tia,tia,34.344501,76.970554,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Onpo Homestay,homestay,Tia,tia,34.345527,76.969713,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Peaks of Excellence Ladakh Homestay,homestay,Tia,tia,34.345862,76.969606,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Sara Pa Homestay,homestay,Tia,tia,34.344578,76.969662,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Shalipa Homestay,homestay,Tia,tia,34.345081,76.970394,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Surupaley Homestay,homestay,Tia,tia,34.344939,76.970756,Family homestay in the LEHO village homestay network in Tia; coordinates approximated to nearby Khalsi.,+91-9419244413,,{},https://www.ladakhecotourism.com/tia/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Balti Homestay,homestay,Chiktan,chiktan,34.469976,76.510851,"Family homestay in the LEHO village homestay network in Chiktan, a Balti-culture village in Kargil district.",+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Cho Pa Homestay,homestay,Chiktan,chiktan,34.470362,76.511260,Family homestay in the LEHO village homestay network in Chiktan.,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/cho-pa-homestay/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Chupa Homestay Khardoon,homestay,Chiktan,chiktan,34.471117,76.510465,Family homestay in the LEHO village homestay network in Chiktan (Khardoon hamlet).,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Chupa Homestay,homestay,Chiktan,chiktan,34.469395,76.509543,Family homestay in the LEHO village homestay network in Chiktan.,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,D.K.S (Dakshos) Homestay,homestay,Chiktan,chiktan,34.470891,76.510289,Family homestay in the LEHO village homestay network in Chiktan.,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Faqir Pa Homestay,homestay,Chiktan,chiktan,34.469881,76.509258,Family homestay in the LEHO village homestay network in Chiktan.,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Ibex Homestay Khardoon,homestay,Chiktan,chiktan,34.470221,76.509787,Family homestay in the LEHO village homestay network in Chiktan (Khardoon hamlet).,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Razikhar Homestay,homestay,Chiktan,chiktan,34.469849,76.509608,"Family homestay in the LEHO village homestay network in Chiktan, near the historic Chiktan Fort.",+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Scouts Homestay,homestay,Chiktan,chiktan,34.470466,76.510535,Family homestay in the LEHO village homestay network in Chiktan.,+91-9419244413,,{},https://www.ladakhecotourism.com/chiktan/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Bavo Pa Homestay,homestay,Tangtse,tangtse,34.029892,78.167435,"Family homestay in the LEHO village homestay network in Tangtse, Changthang district.",+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Dawa Homestay,homestay,Tangtse,tangtse,34.029647,78.166680,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Deldanling Homestay,homestay,Tangtse,tangtse,34.030764,78.168355,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,DK Homestay,homestay,Tangtse,tangtse,34.029874,78.167631,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Farka Homestay,homestay,Tangtse,tangtse,34.031036,78.167005,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Khengsar Homestay,homestay,Tangtse,tangtse,34.030166,78.168826,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Thangpa Homestay,homestay,Tangtse,tangtse,34.029574,78.167891,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,T.Khelwa Homestay,homestay,Tangtse,tangtse,34.029709,78.167192,Family homestay in the LEHO village homestay network in Tangtse.,+91-9419244413,,{},https://www.ladakhecotourism.com/tangtse/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Aba Pa Homestay,homestay,Chulungkha,chulungkha,34.823058,76.935537,"Family homestay in the LEHO village homestay network in Chulungkha (Chalunka), a Chorbat-area hamlet on the Shyok river; coordinates approximated to nearby Turtuk.",+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Apricot Homestay,homestay,Chulungkha,chulungkha,34.823832,76.935430,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Hillside Homestay,homestay,Chulungkha,chulungkha,34.823148,76.936100,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Himalayan Homestay,homestay,Chulungkha,chulungkha,34.822909,76.935106,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Maira's Homestay,homestay,Chulungkha,chulungkha,34.822853,76.934831,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Malik's Homestay,homestay,Chulungkha,chulungkha,34.823883,76.934763,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Mansha Homestay,homestay,Chulungkha,chulungkha,34.824008,76.935908,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Qurbati Heritage Homestay,homestay,Chulungkha,chulungkha,34.823556,76.934346,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Qurbati Homestay,homestay,Chulungkha,chulungkha,34.822240,76.934725,Family homestay in the LEHO village homestay network in Chulungkha; coordinates approximated to nearby Turtuk.,+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Shayok View Homestay,homestay,Chulungkha,chulungkha,34.824074,76.934881,"Family homestay in the LEHO village homestay network in Chulungkha, overlooking the Shyok river; coordinates approximated to nearby Turtuk.",+91-9419244413,,{},https://www.ladakhecotourism.com/chulungkha/,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Heavenly Inn Homestay,homestay,Bhimbat,bhimbat,34.433258,75.818137,"Family homestay in the LEHO village homestay network in Bhimbat, a Drass-area hamlet; coordinates approximated to Drass.",+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Home Feel Homestay,homestay,Bhimbat,bhimbat,34.433353,75.817656,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,K2 Homestay,homestay,Bhimbat,bhimbat,34.433134,75.817035,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Meadows View Homestay,homestay,Bhimbat,bhimbat,34.434056,75.817334,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Mount View Homestay,homestay,Bhimbat,bhimbat,34.432728,75.817909,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,One999 Homestay,homestay,Bhimbat,bhimbat,34.432721,75.817283,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Paradise Homestay,homestay,Bhimbat,bhimbat,34.433394,75.818410,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Snow Valley Homestay,homestay,Bhimbat,bhimbat,34.433531,75.817066,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Taimur Homestay,homestay,Bhimbat,bhimbat,34.433746,75.817177,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Munshi Homestay,homestay,Bhimbat,bhimbat,34.432401,75.817853,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Ibex Homestay,homestay,Bhimbat,bhimbat,34.433315,75.817330,Family homestay in the LEHO village homestay network in Bhimbat; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/bhimbat,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Border View Homestay,homestay,Mushkoo,mushkoo,34.427036,75.751757,"Family homestay in the LEHO village homestay network in Mushkoo valley, Drass; coordinates approximated to Drass.",+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Hillside Homestay,homestay,Mushkoo,mushkoo,34.426869,75.751934,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Nizami Homestay,homestay,Mushkoo,mushkoo,34.427958,75.751280,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Paradise Homestay,homestay,Mushkoo,mushkoo,34.427796,75.751457,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Sami Homestay,homestay,Mushkoo,mushkoo,34.427917,75.752630,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tabasum Homestay,homestay,Mushkoo,mushkoo,34.427452,75.752377,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Tulip Valley View Homestay,homestay,Mushkoo,mushkoo,34.428158,75.751700,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Valley Vista Homestay,homestay,Mushkoo,mushkoo,34.427341,75.750930,Family homestay in the LEHO village homestay network in Mushkoo valley; coordinates approximated to Drass.,+91-9419244413,,{},http://ladakhecotourism.com/mushkoo,Ladakh Ecotourism (LEHO),"verified (scattered around village center, not an exact geocoded spot)",hidden
ladakh,Shashi (mechanic),mechanic,Leh,leh,34.153793,77.578827,"Reliable independent motorcycle mechanic near Airport Road, Leh, recommended in a rider forum thread on Ladakh puncture/mechanic shops.",9419344430,,"{""services"": [""general repair""], ""vehicle_types"": [""bike""]}",https://www.bcmtouring.com/forums/threads/puncture-repair-and-mechanic-shops-in-ladakh.54337/,BCMTouring forum,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
ladakh,LAHDC HP Filling Station,fuel,Leh,leh,34.151155,77.575658,"Hindustan Petroleum filling station on the Leh-Manali highway in Leh, open until 11pm.",9469457499,,"{""fuel_types"": [""petrol"", ""diesel""], ""source"": ""pump"", ""hours"": ""05:00-23:00""}",https://petrolpump.hpretail.in/location/ladakh/leh,HP Retail official locator,"verified (scattered around village center, not an exact geocoded spot)",mainstream
ladakh,Chubi Filling Station,fuel,Leh,leh,34.153166,77.577327,"Hindustan Petroleum filling station on Chubi Road, Leh.",9419022777,,"{""fuel_types"": [""petrol"", ""diesel""], ""source"": ""pump"", ""hours"": ""00:00-23:59""}",https://www.cardekho.com/fuel-stations/leh,HP Retail / CarDekho,"verified (scattered around village center, not an exact geocoded spot)",mainstream
ladakh,Budha Filling Station,fuel,Leh,leh,34.151838,77.575494,"Hindustan Petroleum filling station on the Srinagar-Leh highway near KBR Airport, Leh.",9419840100,,"{""fuel_types"": [""petrol"", ""diesel""], ""source"": ""pump"", ""hours"": ""05:00-23:00""}",https://www.cardekho.com/fuel-stations/leh,HP Retail / CarDekho,"verified (scattered around village center, not an exact geocoded spot)",mainstream
ladakh,Siachen Filling Station (Khardung-La Road),fuel,Khardung,khardung,34.398433,77.656215,"Hindustan Petroleum filling station on the Khardung-La road at Khardung village, opposite the checkpost.",9906837987,,"{""fuel_types"": [""petrol"", ""diesel""], ""source"": ""pump"", ""hours"": ""06:00-23:00""}",https://www.cardekho.com/fuel-stations/leh,HP Retail / CarDekho,"verified (scattered around village center, not an exact geocoded spot)",mainstream
ladakh,Chamba Filling Station,fuel,Diskit,diskit,34.551549,77.550397,"Hindustan Petroleum filling station in Diskit, Nubra Valley, functional year-round including winter.",8082507753,,"{""fuel_types"": [""petrol"", ""diesel""], ""source"": ""pump""}",https://petrolpump.hpretail.in/location/ladakh,HP Retail official locator,"verified (scattered around village center, not an exact geocoded spot)",mainstream
zanskar,Padum Eco Homestay,homestay,Padum,padum,33.464656,76.887855,"Traditional Tibetan-style homestay in Padum hosted by Sonam Takpa, serving home-cooked Zanskari meals with solar-powered hot water.",+91 9024302062,"₹5,000/room/night (breakfast & dinner included)","{""host_name"": ""Sonam Takpa"", ""meals_included"": true, ""cash_only"": false}",https://mountainhomestays.com/details/padum-eco-homestay/,Mountain Homestays,"single-source (scattered around village center, not an exact geocoded spot)",mainstream
zanskar,IndianOil Zanskar Filling Station,fuel,Padum,padum,33.466652,76.887037,Official IndianOil retail outlet about 3km from Padum market (administratively listed under Karsha); open until 10pm.,+919419311178,,"{""fuel_types"": [""petrol"", ""diesel""], ""source"": ""pump"", ""hours"": ""until 10:00 PM""}",https://locator.iocl.com/indianoil-zanskar-filling-station-petrol-pump-karsha-kargil-238399/Contact-Us,IndianOil Locator (official),"verified (scattered around village center, not an exact geocoded spot)",mainstream
